#Table1
g,i,r,z
22.2707,21.45897,22.07608,1.00341
22.96181,21.41835,22.06128,1.005872
22.62884,21.68666,22.10146,1.005715
22.65815,21.79089,22.0552,1.004987
24.50092,22.6677,23.82066,1.003115
23.43359,22.14613,23.26588,1.005794
22.82841,20.27588,21.45976,1.004057
22.5217,21.17462,22.35794,1.005072
22.37059,21.48774,22.22275,1.004027
22.57786,21.94341,22.29155,1.005171
25.03763,21.37323,22.5059,1.004349
22.95951,21.66953,22.01324,1.004485
22.79457,21.7694,22.31355,1.005706
22.44656,21.62534,22.888,1.005285
22.06227,20.86995,21.44906,1.004707
21.91556,21.59286,22.2815,1.003386
24.07853,22.22819,22.45062,1.003433
23.0499,21.90035,22.9948,1.003268
22.34701,21.44347,21.91906,1.005659
22.58303,21.95089,22.47632,1.006101
22.80957,21.86369,22.12893,1.002859
22.53617,21.38089,21.74831,1.003332
23.75778,20.5705,22.01933,1.00494
24.0956,21.08728,22.20267,1.004111
22.55541,21.18499,21.69977,1.005604
22.21298,21.06058,21.57886,1.003799
22.81463,21.73394,22.17749,1.004137
22.04177,20.28704,21.29804,1.004259
22.73444,21.82289,22.18045,1.004502
22.62933,21.73806,22.19812,1.005737
22.74052,21.63615,22.20528,1.004857
22.293,21.44164,22.07357,1.005847
22.49342,21.95471,22.09945,1.004275
22.49309,21.57886,22.40192,1.004583
23.26987,23.66261,23.17056,1.004956
22.79644,21.77316,22.34664,1.00356
22.98226,21.69529,22.34716,1.003293
22.11875,21.20943,21.72697,1.00267
23.00607,21.79033,22.26978,1.00502
22.33672,21.59506,22.13135,1.0029
22.85447,21.65317,22.08399,1.004602
22.80276,21.56929,21.98661,1.002837
21.51306,21.03411,20.60988,1.005762
22.7048,21.80846,22.4211,1.003651
22.70641,21.69276,22.27036,1.003205
23.20687,23.05804,23.30927,1.00543
23.58802,20.88538,22.19188,1.002785
22.87648,22.04996,22.32275,1.005121
22.49492,21.70303,22.03581,1.005575
22.27154,21.20729,21.70977,1.004892
21.63795,21.00529,21.24672,1.003889
22.72844,21.32654,22.08929,1.004294
24.28264,21.78301,22.65828,1.003672
25.48628,21.05119,22.47266,1.002668
22.36981,21.66238,22.0446,1.005091
24.46726,20.68259,22.63533,1.005315
23.09554,21.91728,22.77247,1.003961
22.70669,20.21321,22.14082,1.005053
22.15779,21.04954,21.59952,1.003298
22.83059,21.91149,22.75319,1.003148
22.66672,21.98234,22.93386,1.004714
22.54405,21.32736,21.96949,1.005676
22.22564,21.51787,21.99802,1.0026
23.74467,20.88142,22.36197,1.004914
22.75315,21.65416,22.21698,1.003266
22.9422,22.44798,22.45451,1.003395
22.58487,21.58125,21.91995,1.003816
22.71023,21.7261,22.36942,1.004011
22.95361,21.4352,22.29871,1.005027
22.05617,21.10619,21.90186,1.005724
23.39294,22.28263,23.23212,1.003498
22.58992,22.09849,22.59276,1.004225
22.85847,21.59027,21.75512,1.004125
23.34631,22.17857,22.4021,1.00386
22.4034,21.12092,21.97877,1.003849
22.97687,21.93114,22.22788,1.002505
22.95872,21.89091,22.64405,1.005666
21.93658,21.05672,21.71401,1.003959
22.73212,22.27381,22.01075,1.003177
22.61026,21.88438,21.96005,1.005026
22.94106,21.09372,21.69309,1.003133
24.7189,22.02137,24.14118,1.00506
23.22608,22.08631,22.72742,1.002814
22.22664,21.5578,22.02384,1.005425
21.95555,20.80422,21.55507,1.00315
22.95376,21.26055,21.90267,1.004644
21.62056,20.76296,20.62526,1.004905
23.2506,21.65426,22.29661,1.004091
23.60112,21.78512,22.07598,1.002524
22.22413,21.25049,21.99401,1.003211
23.75548,21.0833,22.20133,1.004254
22.69607,21.77036,22.24651,1.005558
22.40431,21.8719,21.50091,1.004975
22.44587,21.31645,22.0354,1.003662
22.46701,21.42912,21.75879,1.005905
22.74117,21.41253,22.10609,1.005235
22.84276,21.70883,22.37183,1.005842
22.55618,21.72234,22.00624,1.003481
24.88714,22.73268,22.69059,1.006077
22.29328,21.24497,21.65387,1.006069
22.78642,21.68795,22.56782,1.005715
22.00615,20.96597,21.43156,1.004003
22.80693,20.87571,21.83026,1.00568
23.21864,22.24261,22.82245,1.003926
22.66487,20.97781,21.55014,1.003905
22.87955,21.47624,22.16773,1.005148
22.56331,21.61125,21.95173,1.003656
23.16706,22.0101,22.89351,1.006019
23.44028,21.21808,22.57846,1.002538
22.47849,21.5984,21.86135,1.004094
23.45543,20.94728,22.12827,1.005753
21.9104,21.4909,21.44238,1.002616
23.33458,21.12284,22.31563,1.005204
22.04565,21.35829,21.51572,1.002659
24.94588,20.87222,21.98201,1.005426
22.69072,20.4627,21.23579,1.002985
23.4377,21.51336,22.72747,1.005132
23.66822,21.16283,22.45459,1.003549
21.75739,20.90631,21.46685,1.002748
20.65384,20.44375,20.59117,1.008114
23.65728,20.91863,22.12518,1.007289
21.88877,21.72094,21.93939,1.008912
21.99185,21.59675,21.82484,1.006849
22.45093,20.70315,21.44251,1.009042
22.66677,20.53396,22.72216,1.008259
24.45984,20.96826,22.60876,1.006808
22.39093,22.1326,22.01952,1.006391
22.25423,22.12865,21.96959,1.006579
24.89568,21.52945,22.50889,1.006268
21.32341,21.19174,21.33791,1.008258
21.88787,21.90228,21.97904,1.008281
21.56028,21.32833,21.54834,1.008938
22.93241,21.49028,22.01813,1.008117
23.16723,22.77719,22.52333,1.00798
22.81743,21.63261,22.25424,1.007659
22.99433,21.49546,22.1985,1.006532
22.3081,20.90586,21.60077,1.008816
22.51419,21.48384,22.70012,1.008212
22.8068,21.57705,22.16501,1.009841
22.35827,21.60748,22.01366,1.007229
23.26719,22.10661,22.82761,1.009883
22.59041,22.01072,22.30124,1.008233
22.86202,21.66488,22.14347,1.008571
22.93646,22.89511,22.13079,1.006604
22.47586,21.77976,22.13265,1.008507
22.72742,21.72562,22.41591,1.008998
22.85514,22.82445,23.55071,1.007308
23.05098,21.80274,22.5191,1.007686
23.97924,22.86097,21.92843,1.009179
22.67232,21.76343,21.61845,1.006742
22.63975,21.79592,22.21362,1.009717
22.41994,21.28776,22.11636,1.006483
22.9127,21.34116,22.73939,1.008468
22.59233,22.4172,22.47296,1.008821
22.73544,21.85623,22.24728,1.008794
22.84866,21.57139,21.61945,1.00986
22.44177,21.35267,21.90396,1.008414
21.39009,20.88254,21.09352,1.007928
23.61509,22.71901,22.61521,1.009876
23.01489,21.75982,22.60673,1.008068
23.38751,21.83488,21.94887,1.009345
23.39266,21.94123,22.41103,1.008509
21.87151,19.88488,20.31829,1.008574
23.10472,22.22108,23.24282,1.007332
22.7861,21.71845,22.2981,1.009553
23.02611,21.60225,22.73678,1.009141
22.41126,21.31164,21.67493,1.009651
22.88176,21.58237,22.3865,1.009112
22.66564,21.43953,22.43525,1.009821
22.65989,21.57885,21.89122,1.008034
22.29923,21.50606,21.89708,1.00758
22.53189,21.77702,22.2774,1.006509
21.71687,20.16517,21.55932,1.008654
22.81503,21.99978,22.49594,1.006987
22.2588,21.26518,21.70184,1.008078
22.55698,20.59124,21.28024,1.006434
23.3262,21.70177,22.63088,1.009057
22.48199,21.14342,21.47871,1.009041
22.338,21.16171,21.72962,1.007876
22.89868,21.53942,22.44672,1.009923
22.48407,22.15165,22.16401,1.009057
22.95256,22.13188,22.41159,1.009223
22.6663,21.52588,22.08568,1.008693
23.03127,21.68567,22.3312,1.009412
21.64404,20.65239,21.14997,1.008
22.65256,22.21442,22.85388,1.008385
22.29569,20.9481,21.66153,1.009218
22.58115,21.27085,21.92287,1.009153
22.83426,21.68528,22.02397,1.008694
22.13436,21.34447,21.9209,1.008833
22.82985,21.56975,22.2844,1.009189
22.50427,21.34958,21.82546,1.008321
23.26405,21.62534,22.32072,1.006794
22.79551,21.50452,22.74317,1.006796
22.35971,21.45261,21.68425,1.006657
22.89561,22.2039,22.47584,1.008142
22.7215,21.47387,22.20459,1.008474
22.28925,21.80883,22.53374,1.006969
24.43059,22.47977,22.79216,1.009792
22.87414,22.71452,22.92224,1.008897
22.84405,21.58052,22.55661,1.009961
22.86263,22.23608,22.28337,1.009834
22.35868,20.96633,21.44173,1.007842
22.38835,21.75341,22.84749,1.009814
22.18897,21.6345,22.04764,1.007623
22.96541,22.1151,22.95138,1.007492
22.97511,22.14198,22.5043,1.006554
22.64625,21.84955,22.08776,1.009215
22.58652,21.25717,21.85949,1.008039
22.65328,21.46607,22.00084,1.006962
23.00858,21.94003,23.01536,1.007168
21.28591,20.65602,20.7551,1.007428
22.47248,20.51933,21.50349,1.006799
22.80274,21.57543,22.05112,1.009108
23.96164,22.58156,22.8659,1.007807
23.58509,22.44395,22.68227,1.009773
22.44522,21.48302,21.78362,1.009682
23.23593,22.188,22.6116,1.006637
22.07522,21.43105,21.70759,1.008751
22.77229,21.61458,22.00198,1.008674
23.42235,22.04317,22.75911,1.008098
24.7717,21.05285,22.30867,1.008717
22.92692,22.53425,22.18133,1.009694
24.73587,21.83177,22.60079,1.008148
23.10937,21.68629,22.58353,1.008519
23.03625,21.80798,22.40811,1.009691
21.53444,21.447,21.50817,1.006365
22.67282,22.07873,22.41483,1.007851
21.68917,21.25803,21.75881,1.009377
22.10259,21.70092,21.91622,1.00963
24.90187,20.84281,22.58232,1.007074
22.05919,21.38719,21.84953,1.008053
22.73878,21.62118,22.47913,1.008496
22.29498,21.15733,21.8539,1.007227
22.54206,21.54816,22.02094,1.009892
24.15781,20.68932,21.80893,1.008843
21.5655,20.8898,21.2667,1.008547
22.69521,22.18502,22.39768,1.009153
22.67257,21.81637,22.23124,1.007851
22.54446,21.67462,22.86106,1.007914
22.75765,22.02813,22.47765,1.008318
23.1372,21.81954,22.46009,1.00778
22.57573,21.31264,21.74466,1.009059
23.2982,21.97367,23.04992,1.0071
23.21791,21.99007,23.17217,1.008312
22.41713,21.33421,22.28647,1.009688
22.31935,21.48795,22.37504,1.009911
22.30627,20.89913,22.07592,1.008049
22.2733,21.46758,21.97753,1.008592
22.86576,22.27076,22.20449,1.006644
22.46073,21.52034,22.06622,1.008837
22.9435,21.28731,21.94385,1.007501
24.33075,22.48263,23.2816,1.00819
22.36466,20.85465,21.40671,1.008727
23.44198,22.59233,23.93868,1.009325
22.00287,21.7503,21.97955,1.009354
22.7756,21.6287,22.16839,1.008574
22.76371,21.62128,22.3201,1.009102
22.35569,21.34745,22.13771,1.00632
22.49945,21.71765,22.67134,1.008157
22.52067,21.4959,21.88816,1.009889
23.36784,21.2808,22.53147,1.006538
23.09939,22.47887,22.55107,1.006433
22.41305,21.26316,22.09183,1.009204
23.14966,22.29806,22.4523,1.009735
24.86743,22.85498,23.83025,1.007859
23.19614,21.80642,22.1319,1.0083
22.65697,21.73366,22.15722,1.009477
22.96846,21.44067,22.43748,1.007037
22.1238,21.31727,21.74355,1.007732
23.65163,22.29164,22.49177,1.009693
21.96123,20.92974,21.45654,1.00922
21.85157,21.39064,21.66426,1.006464
22.75863,20.57217,21.7539,1.008915
23.1918,20.5844,21.70003,1.008816
23.48651,20.81568,21.92473,1.009937
22.55414,21.31154,21.95379,1.006845
23.03923,21.48713,22.43068,1.008871
24.7969,20.75462,22.0796,1.00843
22.93736,22.13052,22.7191,1.008174
22.48194,21.29352,21.91196,1.008147
22.42738,21.4293,22.17034,1.006345
23.02634,21.5313,22.29217,1.008922
23.14459,22.61541,23.79692,1.009913
22.50428,21.72754,23.12509,1.008749
22.22288,21.96804,22.24338,1.007532
22.25192,21.60326,21.75755,1.00734
21.84667,20.75201,21.23718,1.00721
22.59925,21.58711,21.9901,1.008219
22.83301,21.44075,22.19738,1.008588
22.79616,21.64973,21.81281,1.008236
22.07935,21.2576,21.55876,1.009521
22.67494,21.88499,22.14802,1.009535
22.78655,21.46427,21.80005,1.0088
22.73291,21.57953,21.96472,1.009906
22.33703,21.38074,21.78834,1.009269
22.66117,21.72701,22.26974,1.009653
22.81643,21.4221,22.4685,1.009057
23.67857,22.08457,23.06708,1.009839
22.78632,21.95691,22.79768,1.008802
22.55819,21.68218,22.54987,1.009362
22.92483,21.65526,23.08514,1.007549
22.95386,21.74953,23.44691,1.008651
22.67505,21.44601,21.97506,1.009778
23.23519,22.45333,22.72303,1.007951
23.06615,22.38522,22.65778,1.007733
22.76118,21.52443,22.55917,1.006704
22.71511,21.49188,21.92897,1.008467
21.93125,21.0479,21.43294,1.009631
22.73581,21.57744,22.33394,1.007878
21.91757,20.16575,20.98406,1.006558
23.86995,22.00869,22.45144,1.007558
22.3615,20.89099,22.2182,1.007006
23.42158,22.45012,23.22398,1.009002
23.44857,22.16602,23.57108,1.008233
22.57381,21.51088,21.83059,1.006503
24.58758,22.84529,22.35639,1.007173
22.60364,21.72148,22.37288,1.009675
24.11234,23.04273,23.10402,1.009363
22.84577,21.73224,22.60224,1.009152
21.59345,20.91684,21.16643,1.009313
22.60624,21.81152,22.65175,1.00641
23.48098,21.29565,22.69509,1.009422
24.25541,22.89022,21.99888,1.007539
23.26678,21.37648,23.18912,1.007012
23.89014,22.03392,24.08098,1.007048
21.78749,21.00501,21.62403,1.008982
22.11095,21.41815,21.67107,1.008138
22.80863,22.1987,22.50805,1.009199
23.0238,21.80786,22.0433,1.009659
22.26983,20.92805,21.47066,1.009738
22.39995,21.18868,21.91274,1.009918
23.42187,21.11319,21.76556,1.009654
22.23567,20.95516,21.68048,1.009092
22.57017,21.81069,21.94658,1.006996
23.11374,21.62284,22.71423,1.008896
22.95038,22.01191,22.26906,1.008912
23.08897,21.63906,22.27504,1.007482
22.94068,22.09745,22.79987,1.006356
22.4464,21.3327,21.9905,1.006638
22.77463,21.24901,21.85016,1.007935
22.82203,20.74397,22.15467,1.009478
21.33139,21.12373,21.26795,1.006628
22.0261,20.99402,21.89282,1.007561
22.94214,21.83078,22.39531,1.009282
22.96627,21.44347,22.1278,1.008955
22.78033,21.54249,22.37528,1.009923
22.40789,21.27657,21.76665,1.007521
23.37547,21.52948,22.08141,1.007814
22.41508,21.47191,21.95386,1.009025
22.71439,21.76312,21.84961,1.006409
22.39989,21.44765,22.58674,1.007481
24.0233,22.31347,22.75676,1.007155
21.85954,21.20929,20.88906,1.007739
24.36637,20.83485,21.93292,1.007661
23.18368,21.35776,22.09179,1.008744
21.89847,21.23565,21.71844,1.007328
21.99421,21.23404,21.80441,1.008357
21.60249,21.01484,21.50479,1.008083
24.0295,20.87647,22.40766,1.006966
21.92264,21.33624,21.74421,1.00894
21.94133,21.62536,21.8089,1.009098
21.56439,21.31447,21.50513,1.008366
23.35781,20.2963,21.47949,1.009665
22.02623,20.64011,21.36243,1.009659
23.67101,20.99691,22.34356,1.008222
21.55285,20.7863,21.08027,1.007179
23.22546,20.99311,22.01574,1.008131
25.01517,20.88099,22.4583,1.009885
22.15399,20.23286,21.60835,1.006312
22.52583,20.44544,21.60741,1.009556
21.41132,21.06954,21.22649,1.006614
23.18916,20.75656,21.86104,1.008883
22.41018,20.78002,21.56549,1.007329
23.41297,21.08533,22.07529,1.007705
24.63519,21.01364,22.82617,1.008312
22.41091,21.82581,22.39016,1.009414
22.0263,22.20665,22.59374,1.009051
22.64368,21.56784,22.33349,1.006551
22.5265,22.06753,22.19403,1.00787
22.00039,21.30369,21.53894,1.00883
22.77856,21.64846,22.94386,1.008082
22.54747,21.36714,21.85535,1.008378
22.83226,21.96238,22.38368,1.008629
21.92378,21.19578,21.51921,1.007209
23.03329,21.18582,21.51773,1.00925
24.11033,20.91552,22.25885,1.007705
25.12979,21.23617,23.8624,1.008997
22.36016,20.79384,21.52576,1.008355
22.03382,20.80536,21.36474,1.00808
23.68316,20.60068,22.3494,1.006957
21.86532,21.60422,21.66311,1.007249
23.45985,20.77659,21.85303,1.009299
22.17008,21.63477,22.03484,1.009934
23.0494,21.799,22.28418,1.008837
21.91135,20.70498,21.4391,1.009961
22.5504,21.44083,22.22532,1.009624
22.44293,21.54106,21.95545,1.007313
21.69093,21.63738,21.96854,1.009724
22.87373,21.37837,21.95749,1.008042
22.91769,21.87892,22.23343,1.007385
22.96425,22.19723,22.14681,1.007511
22.74411,21.82669,23.36149,1.009434
22.75808,24.68764,23.91037,1.006654
22.78866,21.74539,22.30326,1.008875
22.83948,21.26515,21.96678,1.008144
21.28224,20.28301,20.77769,1.007274
22.82823,22.1369,22.55908,1.007141
21.56599,19.96381,20.71484,1.008163
21.34334,21.18011,21.36831,1.007725
22.76389,21.53047,22.08033,1.007994
21.99228,20.76852,22.70207,1.007405
22.92442,21.32606,22.61255,1.007967
24.22388,20.99125,22.87367,1.008446
22.0515,21.79996,21.99827,1.006578
23.39351,20.87141,21.90783,1.007145
21.44083,21.02621,21.14772,1.008977
21.41915,21.27685,21.38247,1.008864
22.85649,20.54294,21.55369,1.007979
22.97528,20.83763,22.06686,1.009536
23.40362,20.67833,21.69654,1.009805
22.57904,20.47575,21.50114,1.008617
24.05323,20.53726,21.96612,1.008008
22.70077,20.29109,21.3856,1.007828
22.63527,20.51974,21.54361,1.007212
21.27494,21.11329,21.33608,1.007319
26.23029,21.41869,23.53763,1.00695
21.92519,21.45725,21.75984,1.007865
23.93743,21.01777,22.34688,1.009937
21.77844,21.59244,21.78075,1.009956
21.88839,21.21599,21.70251,1.007309
22.78854,21.54749,22.0693,1.008719
22.50383,21.63022,21.98232,1.00653
22.29804,20.42796,21.43892,1.007981
23.02848,21.45281,22.2459,1.008259
22.92712,21.79809,22.35517,1.008291
22.53733,21.57212,22.28746,1.00636
22.25148,21.45551,21.96926,1.00778
22.39681,21.51937,21.85616,1.008618
22.12914,24.38966,22.96017,1.009775
23.23733,22.73116,23.35145,1.009906
22.66147,21.99124,22.08851,1.009201
22.79277,21.54082,22.17335,1.009878
22.26442,21.2658,21.80873,1.007778
22.71235,21.93305,22.22668,1.009782
22.78925,21.9647,22.26794,1.009547
23.48534,21.10237,22.24902,1.009106
24.38558,22.40401,23.97353,1.009848
22.25154,21.44427,21.90946,1.006641
22.40307,21.32067,21.78969,1.009402
22.51592,21.7889,21.59661,1.007196
22.71316,21.15396,22.91805,1.008916
21.38741,20.5519,20.98093,1.00864
22.15297,20.70541,21.57378,1.0092
23.34913,22.00989,22.4938,1.007955
22.30538,21.37769,21.53827,1.007859
22.91516,21.53446,21.91593,1.007929
22.96811,21.69866,22.02751,1.007138
23.0574,22.23317,22.71741,1.008235
23.88939,22.92188,22.40227,1.008008
21.9784,20.47728,21.63828,1.008657
21.6636,20.9634,21.34441,1.008412
21.6319,21.12234,21.55238,1.00714
26.34037,21.06772,22.82244,1.007232
24.63843,20.75833,21.68093,1.007648
22.88791,20.80716,21.94537,1.008368
22.58809,20.42222,21.13646,1.008287
21.99594,21.7096,21.92424,1.007534
22.83947,22.0383,21.76814,1.007355
22.83563,21.43081,22.23096,1.009251
23.83496,21.99441,22.43154,1.006716
22.85878,21.88512,22.61982,1.007949
22.71288,21.16804,21.86864,1.008101
21.32145,19.95771,20.45759,1.007531
22.25618,21.40962,21.67265,1.006682
22.58075,21.68982,22.2782,1.007314
24.36529,22.38567,23.35369,1.00901
22.83341,21.42114,22.24166,1.00778
22.17682,21.18381,21.66352,1.008276
21.93996,21.10435,21.79513,1.008693
22.30781,21.28006,21.7402,1.007911
22.84113,21.72936,22.64918,1.007372
22.36739,21.48386,21.98313,1.009294
22.77737,21.98623,22.69873,1.007612
22.8767,21.29551,22.15211,1.009136
22.0483,20.95708,21.32553,1.00727
22.71306,21.2503,21.96096,1.007146
22.98109,21.7114,22.01398,1.009242
22.35272,21.31206,21.876,1.007347
22.96004,21.74276,22.35902,1.008041
22.52035,21.65708,22.31865,1.007746
22.64899,21.4174,22.09782,1.0094
22.59454,21.65189,21.91468,1.008517
21.99517,20.84278,21.59916,1.006684
22.42787,21.49905,21.83227,1.007106
22.77362,21.26303,21.74503,1.009827
22.51367,21.42176,21.90355,1.00741
22.4918,22.49222,22.56866,1.00861
23.22135,21.44957,23.09847,1.009564
22.7454,21.31518,21.67024,1.00714
22.52876,21.53365,21.86998,1.008011
22.51643,22.10618,22.21134,1.00761
23.08776,21.5355,22.57952,1.009082
22.78638,21.44442,22.89556,1.00777
22.59135,21.84704,21.93528,1.009706
23.01006,22.02432,22.71673,1.009991
22.69449,21.3517,21.93403,1.006475
22.86258,21.67788,22.04445,1.008832
22.31911,21.13041,21.73517,1.009262
22.55773,21.67219,22.23395,1.007154
22.71827,22.0127,22.14869,1.006401
24.33683,21.42641,22.16315,1.008763
22.88107,21.76836,22.46957,1.008099
22.3418,21.25175,21.8919,1.009177
23.22734,21.73843,22.63676,1.006368
22.45652,21.42225,22.51077,1.007363
22.81642,21.78243,22.49995,1.008998
22.53502,21.41713,23.13274,1.007308
22.10346,21.67883,22.39469,1.007499
22.09373,21.69177,22.04067,1.007142
22.85062,22.68712,22.92113,1.009994
22.04673,21.86895,21.9256,1.008211
22.66773,21.65107,22.1853,1.009782
22.50527,21.72338,22.01376,1.008644
23.13221,20.68733,21.88208,1.008538
22.86066,22.80254,22.77035,1.009362
23.1424,21.77667,22.94141,1.009483
21.07573,19.83435,21.43552,1.009525
22.16504,21.0525,21.60743,1.007498
22.5145,22.17248,22.9278,1.009422
21.07275,20.5703,20.91159,1.008456
22.79642,21.33313,22.02299,1.008834
22.20469,21.55111,22.04003,1.008377
21.70898,21.2515,21.52363,1.008645
22.71013,21.56777,21.87282,1.00859
23.14756,22.14023,23.24212,1.009114
23.15608,22.29876,22.61887,1.008095
23.16045,21.35485,21.87454,1.007107
23.49719,22.18835,22.68429,1.007924
22.16973,21.13199,21.65774,1.006264
22.7966,21.60911,22.02234,1.007026
22.80818,21.15025,21.64212,1.008363
23.30358,21.8019,22.7511,1.009228
22.09728,21.53718,22.23545,1.007426
21.36294,21.01058,21.3686,1.008827
22.85972,21.30186,22.05491,1.006957
22.60118,21.83589,22.39694,1.009656
24.09017,20.38701,21.91043,1.007315
23.07889,21.36888,22.58549,1.008953
22.8966,20.96878,22.20013,1.009395
22.37759,20.913,21.41849,1.006427
24.1384,22.31617,24.42603,1.009558
23.74062,21.9082,22.37101,1.008253
23.03848,22.28151,22.33368,1.006316
22.89508,21.9743,22.50175,1.006622
24.01291,21.55083,22.17949,1.00875
22.69135,21.62092,22.03201,1.006555
23.62938,21.85284,22.75562,1.006907
22.79386,21.47267,22.10475,1.008253
22.70084,21.35514,22.39236,1.006535
22.49363,21.65916,22.26879,1.009215
22.85384,21.62793,22.07345,1.008176
21.92548,21.33205,22.05404,1.007812
21.53794,20.48447,20.45449,1.008768
21.76203,20.50887,20.98281,1.009724
22.97784,20.58957,21.69316,1.008313
22.75324,21.63458,22.10518,1.008396
22.38472,21.40715,21.92492,1.009386
22.45013,21.23748,21.88226,1.006275
22.63417,21.82985,22.14077,1.007826
22.97444,21.86954,22.792,1.006786
23.23023,21.85195,22.12059,1.007965
22.89789,21.71625,22.2789,1.009751
22.9348,21.97148,22.38354,1.008896
23.09673,22.25942,23.43515,1.008935
21.73745,21.58286,21.72668,1.007047
20.74087,20.06637,20.39174,1.009379
22.85638,22.12576,22.22825,1.007833
22.4317,21.60518,22.08575,1.009018
22.88946,21.63661,22.13183,1.007692
21.94436,21.08228,21.56318,1.006878
21.3145,20.63759,20.90272,1.009258
22.28738,22.11272,22.90209,1.008672
22.49444,21.41189,22.07104,1.007699
22.47318,21.67537,22.35919,1.006505
20.6922,20.09559,19.37544,1.007047
22.31711,21.55311,21.89738,1.007557
22.71627,22.76734,22.41937,1.006282
22.70941,22.02506,22.20419,1.009832
21.35741,20.79872,21.13681,1.008561
22.81697,22.66673,22.66877,1.009871
22.94976,22.13849,22.56083,1.009993
22.28718,20.90228,21.58699,1.009949
22.69049,21.89592,22.57768,1.007411
22.35943,21.75817,21.86424,1.007447
22.18965,21.35956,21.84537,1.009258
22.77945,21.99815,22.51425,1.009599
22.767,21.40317,22.30147,1.008418
22.4941,21.55647,21.93745,1.009953
22.35251,21.62874,21.87733,1.006256
23.15402,21.22979,21.72546,1.009543
21.66952,20.4799,21.84965,1.008372
22.56833,22.12808,22.1797,1.008908
22.14771,21.28011,21.71328,1.0068
22.58651,21.27932,22.00591,1.008957
22.27166,21.38383,21.72221,1.008355
22.6776,21.45945,21.88974,1.009538
21.47981,20.57317,21.08801,1.008726
22.87717,21.85675,22.63083,1.00971
23.28285,20.32541,21.37576,1.00699
22.81204,21.70197,22.29548,1.007256
22.11662,21.64666,21.85514,1.007885
22.00132,21.31263,21.98863,1.009915
24.65752,22.84327,24.34312,1.00996
22.26946,22.65121,23.06574,1.009162
22.66357,22.12353,21.63502,1.006901
22.78131,21.69044,22.90132,1.009747
23.40741,21.87035,22.60392,1.009788
21.74894,20.75282,21.55053,1.007187
22.71864,21.73723,21.9031,1.006712
22.52725,21.07484,21.87184,1.007132
22.72146,21.48736,22.08208,1.008351
23.57856,21.81747,22.16285,1.009213
23.09239,20.85283,22.09282,1.008544
22.98702,22.30885,22.3388,1.007972
21.73607,21.03701,21.54284,1.007547
23.79748,22.31828,22.98292,1.008195
22.43074,21.34702,21.86636,1.008592
21.7159,20.79462,20.9811,1.009343
22.09695,21.06368,21.65326,1.006235
20.96742,19.63278,20.26274,1.006693
22.95583,21.65495,22.45796,1.009086
24.74979,20.90475,22.23146,1.009926
22.64134,22.35124,23.08477,1.009397
23.48479,21.62459,22.70839,1.007882
22.56737,21.46673,21.8378,1.007876
22.11072,21.89728,21.84498,1.008366
23.42145,20.90057,22.38191,1.00829
22.54603,21.20944,21.7928,1.008574
22.9105,21.98487,23.13068,1.007688
23.70564,20.89427,22.11126,1.008859
22.52908,21.3882,22.025,1.009647
22.44793,21.18767,22.41073,1.006381
22.25432,21.36984,21.85237,1.009736
22.65449,21.07092,21.72317,1.009405
23.05428,22.09504,22.53861,1.007495
22.21534,20.87718,22.49681,1.00671
23.04192,21.64559,22.35969,1.006829
22.80561,21.80393,22.09647,1.006927
24.57692,21.05463,22.0829,1.00943
27.36372,21.18237,22.3263,1.008974
21.35573,20.39353,20.79637,1.007646
22.32699,20.34102,21.36356,1.008401
22.58453,21.80454,22.19534,1.008152
22.89398,21.66271,22.72199,1.008616
20.22959,19.72009,20.02192,1.006587
23.00423,21.84751,22.03764,1.008601
23.39062,22.3726,22.82619,1.009919
22.60342,20.6258,21.75294,1.007907
22.41533,21.0611,21.776,1.009142
22.85929,22.23491,22.53185,1.009193
21.55548,20.84735,21.14353,1.007917
22.73134,22.23787,22.82951,1.00637
23.17777,22.00449,23.02546,1.008458
22.13564,22.26402,21.91162,1.008169
22.01672,21.55313,21.84739,1.007241
22.77763,22.18363,22.44031,1.00794
21.96548,21.39295,22.21502,1.008166
24.16999,20.48745,21.65183,1.009468
22.22963,21.54403,21.74728,1.008677
23.49354,20.74731,22.09797,1.007375
22.75127,21.11969,21.9144,1.009626
22.38978,21.97983,23.08252,1.008983
22.62161,21.67545,22.06021,1.0084
21.12778,20.83226,22.0339,1.008955
22.69596,21.74631,22.19095,1.008034
23.47571,22.33134,23.02703,1.007957
22.53185,21.68561,22.18427,1.008481
24.07657,21.9762,22.42449,1.008168
22.98412,21.69505,21.98799,1.008
22.39678,21.22845,21.90861,1.007052
23.72743,21.171,22.59667,1.009181
25.83462,21.0817,22.82741,1.006459
22.01309,21.51822,21.86993,1.006372
22.21317,20.35599,21.39382,1.009499
22.48926,22.01204,22.39813,1.007044
22.95892,21.76215,22.59241,1.009637
22.1433,21.81637,22.01836,1.007259
22.18185,22.1534,22.38491,1.006445
21.57182,22.08731,22.32466,1.00704
22.33514,20.23102,21.45287,1.008409
23.12955,21.47223,22.28743,1.007486
21.94929,21.47854,21.92041,1.00714
24.17622,21.19138,22.48554,1.009945
22.1789,21.54517,21.9528,1.00973
24.21926,20.91049,21.92135,1.00911
26.03681,20.6784,22.17122,1.008918
22.78555,21.0559,22.09866,1.007954
22.40631,20.79613,21.89041,1.009583
21.94255,21.00769,21.64337,1.00779
