#Table1
g,i,r,z
18.02048,16.72215,17.14938,0.09973322
18.62288,17.40303,17.78264,0.09954178
18.12822,16.91218,17.27188,0.09949031
18.35219,17.27622,17.65307,0.09927218
21.77948,21.01731,21.30151,0.09929453
18.81639,17.3636,17.79547,0.09949198
17.68222,16.19539,16.65601,0.09974243
17.65475,16.83305,17.15875,0.09944859
18.25386,17.41899,17.75592,0.09933276
17.5794,16.06841,16.54897,0.09943792
17.63959,16.10897,16.56514,0.09962218
18.21234,17.00995,17.41805,0.09935352
18.46087,16.91293,17.37785,0.0995136
18.06873,16.66267,17.14864,0.09937443
18.08695,16.64209,17.09457,0.09963329
17.94577,16.63256,17.06384,0.0994397
18.3367,16.77098,17.29331,0.0994131
18.15385,16.87334,17.26523,0.09931419
17.86453,16.8429,17.19351,0.09971507
17.76334,17.07473,17.36149,0.09047961
16.72455,15.33732,15.7778,0.09046524
18.06411,16.69718,17.11579,0.0905266
17.68782,16.92204,17.19726,0.09027029
17.83154,16.40457,16.86098,0.09069058
17.94389,16.35521,16.93514,0.09063242
16.73834,15.31707,15.7535,0.09062686
18.76899,17.3586,17.78858,0.09058903
17.09253,15.76549,16.24959,0.09027534
18.52063,17.16333,17.58304,0.09050786
16.47519,15.09958,15.5624,0.0907037
18.3512,17.09212,17.55958,0.0905185
18.71683,17.28379,17.79167,0.09056059
18.34375,16.97919,17.37228,0.09036069
18.2107,16.81639,17.25575,0.09065697
18.40765,17.01234,17.42677,0.09053563
18.51393,17.15802,17.57339,0.09070906
17.81683,16.64601,17.06049,0.09046983
17.13266,15.75832,16.20784,0.09067976
18.59573,17.17021,17.62275,0.09061849
16.77051,15.40773,15.83986,0.09050386
18.46922,17.12637,17.60732,0.09061706
18.44881,17.12418,17.58199,0.09041906
17.44572,15.94156,16.41752,0.09060596
18.27005,17.33306,17.70017,0.090416
16.68673,15.63844,16.02878,0.09061387
17.86032,16.78135,17.17035,0.09040669
18.37863,17.02109,17.43913,0.09032797
18.16084,16.81252,17.19933,0.09047552
17.92598,16.69939,17.15758,0.0904035
18.31076,16.92214,17.39907,0.09043451
16.58125,15.23598,15.64993,0.09031138
16.98177,15.58556,16.01436,0.09023695
16.98812,15.60766,16.04271,0.09066312
17.28731,16.03973,16.47632,0.09071927
18.74417,17.35793,17.76905,0.09052129
17.66681,16.20613,16.68884,0.09063993
18.41504,16.91105,17.38877,0.09048213
17.70064,16.40429,16.83347,0.09027223
17.2498,15.95377,16.36671,0.09035859
17.95741,17.0949,17.42662,0.09035879
17.87137,16.49758,16.91974,0.09044053
18.17812,17.12514,17.5069,0.09037963
18.09294,17.19471,17.61271,0.09069909
18.06532,16.7312,17.14348,0.09032254
18.15951,17.39843,17.69576,0.09070718
17.75295,16.29464,16.75363,0.09038927
17.42951,16.91398,17.22793,0.09042244
17.88035,16.47941,16.91016,0.09025872
17.65019,16.95381,17.30291,0.09049846
18.53188,17.26306,17.686,0.09052718
17.76839,16.87678,17.22341,0.09050396
17.31359,16.17483,16.542,0.09048975
18.15502,17.40499,17.73516,0.09071939
17.14704,15.83599,16.24348,0.09042528
21.63912,21.52891,21.44476,0.09043293
18.0562,17.3823,17.67476,0.09071783
17.46362,16.21909,16.66149,0.0903632
18.11878,16.61152,17.12792,0.09047399
17.71745,16.30668,16.74809,0.09066808
17.58476,16.7075,17.05131,0.0906316
17.67977,16.59834,16.99007,0.09026471
18.0914,17.33425,17.67626,0.09027869
17.34586,16.15293,16.56931,0.09052626
17.84697,16.54016,16.96029,0.09041882
18.32506,17.23292,17.60407,0.09055261
18.29499,16.93554,17.36832,0.09027759
16.95246,15.72109,16.15508,0.09054738
18.33317,17.25991,17.65821,0.09049278
17.15306,15.73514,16.24672,0.09068307
16.4056,14.85876,15.361,0.09041173
18.46019,17.28802,17.70319,0.09028953
17.6439,16.2226,16.64359,0.09023682
17.97676,16.61617,17.02256,0.09048507
18.12928,16.84755,17.23188,0.09054166
18.13672,16.90873,17.27008,0.09058025
21.47477,21.93887,21.95833,0.09058442
18.02462,17.15814,17.4926,0.09028634
20.88268,19.44345,20.40465,0.09043295
18.11164,16.763,17.17631,0.09068517
17.85108,16.7958,17.15794,0.09061103
17.81843,16.82767,17.22692,0.09057204
17.93628,16.59581,17.01573,0.09063215
18.57018,17.32331,17.71034,0.09059105
17.40382,16.52839,16.92512,0.0907122
17.68451,16.2479,16.70223,0.0902976
17.439,16.18114,16.58992,0.09065347
18.08073,16.9651,17.36298,0.09034947
18.52339,17.30648,17.72252,0.09057891
18.8114,18.36304,18.67224,0.09023584
18.02809,17.08575,17.43979,0.09045914
18.08748,16.71228,17.1515,0.09046087
17.09216,15.70789,16.12496,0.09026885
17.8851,16.59133,17.00287,0.09028833
18.00821,16.57961,17.06216,0.09046262
17.97149,16.67718,17.06744,0.09070126
17.77926,16.42417,16.85535,0.09048896
18.4244,17.09467,17.49668,0.09068192
18.20851,17.45336,17.77044,0.09048219
18.08662,17.15855,17.49559,0.09041911
17.68447,16.22701,16.73438,0.09055435
18.51754,17.11226,17.54553,0.09030374
17.83125,16.58026,16.98376,0.09036469
23.98155,23.16121,22.40298,0.09031144
18.03927,16.95698,17.33577,0.0905431
17.87616,16.6965,17.11193,0.09035845
18.0628,16.7802,17.23196,0.0904695
17.48989,16.27968,16.66971,0.09055669
17.13573,15.70256,16.16288,0.09033686
17.96367,16.55546,17.0011,0.09069266
18.57655,17.41037,17.82511,0.09045121
17.74569,16.01231,16.57178,0.09061749
18.85523,17.45323,17.9446,0.09036132
17.95268,16.57989,17.01708,0.09045665
18.44162,17.45519,17.81983,0.0905652
17.17541,15.98064,16.41629,0.09030285
17.73865,16.7006,17.14566,0.09038403
18.844,17.19965,17.71567,0.09024809
17.05868,15.84872,16.31162,0.09072913
17.9687,16.66609,17.05631,0.09068059
18.77144,17.43001,17.86491,0.09038439
18.0062,17.39402,17.66297,0.09063599
17.86331,16.39015,16.85702,0.09056895
18.0363,16.62246,17.12971,0.09030411
18.71741,17.37533,17.83681,0.09055128
17.78696,16.38149,16.81598,0.09028461
18.05696,17.22181,17.54657,0.09043432
18.60151,17.2533,17.70209,0.09060333
16.79464,15.32054,15.80808,0.09030128
16.92491,15.38511,15.86888,0.09048631
17.24047,15.83097,16.261,0.09061379
17.96457,16.36181,16.86373,0.09070829
17.77978,16.23373,16.77615,0.09067723
18.05049,17.15663,17.48664,0.09039911
17.37528,16.00531,16.49378,0.09026208
18.14924,16.84272,17.21599,0.09055758
17.6796,16.78033,17.15111,0.09057289
17.29519,16.11192,16.50489,0.09045439
18.48966,16.912,17.46399,0.09046265
18.19282,16.93775,17.33288,0.09067729
17.9892,17.22348,17.55052,0.09048633
17.05176,16.18814,16.5524,0.09055838
17.31117,16.12286,16.5239,0.09060875
17.60802,16.25222,16.71756,0.09030502
18.37463,17.07515,17.4942,0.09070666
17.48158,16.08392,16.526,0.09031341
17.82622,16.50893,16.92083,0.09025952
18.468,17.33679,17.68195,0.09060229
17.99088,16.81774,17.25522,0.09034535
18.21565,17.32731,17.69801,0.09053624
18.49943,17.40847,17.77668,0.0906734
18.23456,16.93751,17.35475,0.09057613
17.62434,16.74284,17.08788,0.09063578
17.82611,16.51488,16.92337,0.09071659
18.09227,16.69409,17.1239,0.09050094
17.78894,16.36307,16.833,0.09072617
17.75176,16.46996,16.90964,0.09047799
17.76461,17.18727,17.43902,0.0903054
18.06463,17.04662,17.41978,0.09052671
17.68729,16.21954,16.69586,0.09038027
17.71605,16.42703,16.87813,0.0904766
17.58454,16.27427,16.68263,0.09028091
17.05337,15.71626,16.13564,0.09065742
17.11775,15.8605,16.28732,0.09034559
17.72252,16.49979,16.89099,0.09045883
17.7993,16.9027,17.22386,0.09044851
18.28978,16.91405,17.31514,0.09032565
16.66071,15.22357,15.61806,0.09048365
16.81758,15.43159,15.85809,0.09044848
17.04652,15.69308,16.09927,0.09026363
17.89666,16.47824,16.92265,0.09070422
17.99495,16.59296,17.01451,0.0902941
18.11854,16.85133,17.26888,0.09037803
17.2469,16.17421,16.59319,0.09032489
18.05807,16.52296,17.03156,0.09029796
17.47953,16.06857,16.55968,0.09029634
18.42521,17.20782,17.60978,0.09057447
18.4389,17.38799,17.74796,0.09057228
18.7583,17.83657,18.23988,0.090643
17.40938,15.98791,16.4411,0.09039737
17.8842,16.9198,17.24631,0.09045071
17.01482,15.72059,16.11752,0.09026143
18.06992,16.71848,17.13295,0.0902954
17.04021,15.76037,16.15982,0.09033377
17.47731,16.82012,17.1173,0.09035098
17.99241,16.48474,16.97927,0.09068429
18.83411,18.13139,18.43167,0.09060238
18.05469,17.10398,17.44018,0.09046771
19.26146,18.4943,18.93806,0.09071399
16.57915,15.27777,15.71862,0.09066594
18.4267,17.2947,17.71967,0.09048785
16.91822,15.87725,16.23071,0.09058116
17.6622,16.34091,16.75257,0.09054596
16.76447,15.73366,16.11842,0.09031007
17.68019,16.67145,17.0511,0.0906104
17.27437,15.76238,16.22483,0.09034585
17.08116,15.73124,16.13782,0.09048542
17.95777,16.56571,17.01414,0.09038348
17.61476,16.81729,17.15648,0.0903343
17.53982,16.25185,16.63552,0.09067096
18.17655,16.6945,17.1826,0.09058042
17.00708,16.04245,16.40406,0.09033582
17.70462,16.8098,17.14339,0.09027874
17.65639,16.87219,17.19614,0.09064351
17.64862,17.11269,17.4025,0.09135372
18.43324,17.02969,17.48465,0.09152357
17.5762,16.37646,16.79964,0.09185375
18.41358,17.17519,17.66095,0.09166461
18.37757,17.06113,17.47551,0.09145854
18.15241,17.06933,17.44721,0.09130978
17.76831,16.47057,16.86407,0.09155209
18.57581,17.43176,17.88783,0.09170001
17.92432,16.52939,16.98025,0.09118766
18.07178,17.10186,17.4549,0.09146471
18.60094,17.12688,17.58945,0.09143744
18.45325,16.96903,17.51795,0.09167369
17.1468,15.95801,16.36875,0.09163982
16.19738,14.7732,15.20264,0.09151325
18.15603,17.35758,17.72227,0.09159075
18.35653,16.88217,17.34575,0.09173659
17.23068,15.88262,16.27802,0.09182638
18.30498,16.85406,17.28916,0.09146409
18.67882,17.10489,17.6277,0.09151797
18.08541,16.84645,17.28349,0.09178407
18.47071,17.04232,17.46972,0.09180237
18.26736,17.45072,17.78062,0.09188142
18.36753,17.01791,17.48278,0.09175655
18.0994,16.84951,17.24093,0.09130382
15.82922,14.43536,14.87658,0.09161942
18.18103,17.38693,17.6987,0.09126779
16.41506,15.04484,15.4664,0.0918251
18.22052,16.81202,17.24203,0.09136397
18.40635,17.0176,17.46622,0.09139886
18.4017,17.03794,17.51714,0.09185022
17.48839,16.01806,16.49388,0.09159178
18.55556,17.2757,17.70554,0.09148808
18.16228,16.65688,17.1197,0.09161659
17.89758,16.57686,16.96927,0.09187453
18.15281,16.92547,17.32457,0.09169536
22.12468,21.34879,21.80408,0.09162766
18.00232,16.69565,17.11096,0.09165437
18.19755,17.29433,17.67649,0.09148286
18.04095,16.77543,17.16202,0.09184483
18.01486,17.20371,17.53678,0.09180468
20.26025,19.58253,19.84283,0.09143347
17.19375,16.01988,16.42961,0.09156401
17.7959,17.10437,17.36568,0.09123197
19.26431,18.45241,18.7632,0.09115881
17.9654,17.36976,17.63419,0.09143388
21.44361,20.81377,21.06112,0.09179666
18.11913,16.46734,17.01017,0.09131519
18.05213,16.91352,17.28815,0.09181788
17.80138,16.52982,16.94598,0.09170137
18.19872,17.17708,17.56416,0.09167045
18.07475,16.84058,17.33074,0.09169033
17.85523,16.42912,16.95279,0.09116145
21.60666,19.68361,20.47008,0.09137762
18.07063,17.06034,17.4297,0.09183433
17.49788,16.07648,16.50673,0.09152196
18.01078,17.09974,17.45166,0.09141654
17.30554,15.92186,16.38551,0.09164382
18.3728,17.49181,17.82514,0.09140722
18.02209,16.51367,16.92838,0.09144634
17.82446,17.19848,17.4423,0.09158961
17.97655,16.36554,16.9358,0.09119634
17.59827,16.16098,16.63679,0.09181451
17.59948,16.19085,16.68187,0.0911411
21.56712,19.97376,20.53933,0.09153799
19.03415,17.77081,18.17133,0.09165743
18.00271,16.38104,16.8951,0.09114534
18.5707,17.40363,17.82659,0.09182968
17.1883,16.23342,16.60111,0.09154789
17.33168,16.09189,16.55106,0.09122292
18.67742,17.06359,17.62377,0.09159975
17.37826,15.94788,16.39949,0.09117009
17.27278,15.90587,16.35473,0.09145692
18.66423,24.36181,24.80204,0.09147491
18.44678,17.13136,17.53314,0.09123117
17.52837,16.2163,16.61571,0.09165146
18.15502,17.11341,17.50132,0.09168439
17.04187,15.92926,16.32268,0.09170993
17.18948,15.84677,16.25451,0.09135239
17.41568,16.05642,16.46841,0.09130578
18.1175,16.78884,17.19288,0.09145749
17.695,16.29014,16.74195,0.09174248
17.24349,15.81999,16.26667,0.09129421
18.19231,16.94198,17.42176,0.09185848
17.62751,16.16649,16.62668,0.09135031
18.35793,17.05556,17.52943,0.09163165
17.19561,15.80737,16.23563,0.09143655
17.15743,15.87839,16.29394,0.0915949
17.92186,16.43233,16.91728,0.09137391
18.17312,16.60087,17.14602,0.0913447
17.73977,16.22447,16.69118,0.09126816
17.85597,16.8007,17.17146,0.09181906
18.02611,16.73868,17.21924,0.09156382
25.27358,16.43148,25.19266,0.0916266
17.21227,15.79992,16.29249,0.09119811
21.09573,20.74995,20.99746,0.09132519
17.56775,16.08879,16.56682,0.09135062
18.16197,17.01686,17.46881,0.09154382
17.40623,16.05971,16.50436,0.09147095
17.26934,15.78155,16.23461,0.09134612
18.00302,16.56227,16.99503,0.09153923
17.68842,16.37656,16.80607,0.09185842
17.32804,16.34141,16.68529,0.09181148
22.31825,22.13362,21.72682,0.09122797
17.97675,20.00206,17.46592,0.09153931
20.92979,19.34871,20.11599,0.09163629
17.02839,15.62535,16.06858,0.09145718
17.36078,16.06789,16.54308,0.09117547
18.76503,17.31025,17.75311,0.09181442
17.04516,15.65401,16.0873,0.09170111
18.84665,17.3927,17.82286,0.09143686
17.59749,16.22543,16.66,0.09185512
17.50899,16.10307,16.52943,0.09143592
17.24057,15.83137,16.24828,0.09170649
18.44521,17.46789,17.79243,0.09180135
17.06592,15.77909,16.28312,0.09185144
17.1998,15.76529,16.20769,0.09187702
17.6039,16.25524,16.66278,0.09143046
18.48139,17.07145,17.49992,0.09145568
18.63049,17.23742,17.66828,0.09176336
17.94419,16.54938,16.97257,0.09168285
17.55954,16.27461,16.71584,0.09140811
17.74983,16.41731,16.90641,0.09183614
18.07829,16.7369,17.25315,0.09171931
17.4313,16.05963,16.48299,0.09165215
17.42863,16.07734,16.51243,0.09166442
17.4831,16.54532,16.89755,0.09176427
17.48586,16.29182,16.69883,0.09147816
17.57757,16.20428,16.6478,0.09169657
17.42852,16.20485,16.61763,0.09169112
18.11726,16.99,17.39701,0.0913903
18.32466,16.85764,17.3133,0.09148922
16.3903,14.9966,15.43807,0.09177816
17.62248,16.09523,16.59103,0.0915243
18.04124,17.09532,17.47183,0.09153781
18.18376,17.18594,17.5723,0.09184957
17.70609,16.26668,16.70993,0.09167404
17.77061,16.38547,16.88711,0.09146865
18.0742,16.65506,17.09462,0.0915603
17.48571,16.21093,16.68866,0.09176008
17.91172,17.1633,17.47028,0.09174529
18.05525,16.64153,17.067,0.09149828
17.94807,16.67076,17.08476,0.09152479
17.86198,17.38114,17.71453,0.09171923
17.56687,16.1256,16.59147,0.09185375
18.13038,16.6726,17.11892,0.09181086
17.35064,16.13412,16.53172,0.09167421
18.54026,17.40427,17.81594,0.09182064
17.65441,16.22311,16.63933,0.0916639
17.00583,15.67177,16.13622,0.09187081
17.95006,16.88644,17.28449,0.09143405
18.09494,16.70644,17.21148,0.09178157
17.78648,16.40149,16.82157,0.09175995
18.01348,16.86535,17.27186,0.09182294
17.75857,17.0983,17.3697,0.09139616
18.24371,17.0148,17.38896,0.09184364
18.57315,17.30785,17.73318,0.09186111
17.97189,16.971,17.34402,0.09148902
18.2597,17.07295,17.44942,0.0916077
18.40867,17.56522,17.90534,0.09140989
18.4121,17.55057,17.84985,0.09157574
18.27681,16.92667,17.36989,0.09173884
17.85697,16.42627,16.90785,0.09164008
16.52525,15.18042,15.59618,0.09186039
18.52779,17.14294,17.60241,0.09185906
17.30886,16.0544,16.46382,0.09181108
18.576,17.0621,17.55237,0.09173533
17.99537,17.06899,17.4076,0.09147964
17.77808,16.36042,16.81108,0.091802
17.8322,16.4467,16.87657,0.09160395
17.2183,16.03785,16.44657,0.0916065
17.99849,16.62955,17.05015,0.09161755
17.97379,16.57889,17.01678,0.09150022
16.93871,15.53952,15.97981,0.09180105
16.98192,15.52619,16.01217,0.09180577
17.68855,16.30875,16.72192,0.09155435
18.58288,17.24067,17.71844,0.09181542
17.17875,16.14758,16.49308,0.09162039
17.07088,15.92544,16.3405,0.09173874
17.59194,16.19899,16.62222,0.09151466
17.22654,15.75738,16.20922,0.09176169
18.12744,16.53103,17.01731,0.09162561
18.32677,16.98764,17.41747,0.09143394
18.08913,17.12889,17.51175,0.09144013
17.60773,16.67942,17.05278,0.09182259
18.26568,16.95906,17.35708,0.09161261
17.60012,16.17804,16.6112,0.09165149
18.03339,16.67539,17.10464,0.09142008
17.90632,17.06672,17.38034,0.09150264
17.79056,16.47453,16.88309,0.09179961
18.476,16.95359,17.48208,0.09187267
18.29529,16.93505,17.36437,0.09187183
17.69144,16.57506,17.02452,0.0918464
17.94858,16.94974,17.3594,0.0916945
18.29412,17.29741,17.67813,0.09152903
17.9082,16.60196,16.99962,0.09175906
17.95054,17.30144,17.58698,0.09142955
18.7696,17.38094,17.81126,0.09159371
18.23453,17.24539,17.64501,0.09176438
18.34556,17.26398,17.64746,0.09142821
17.88861,16.86951,17.28487,0.09180485
18.67816,17.33729,17.75711,0.0914701
18.1819,16.75254,17.19926,0.09153869
18.55317,17.44983,17.89342,0.09146081
17.4693,16.06599,16.54288,0.0915632
18.34813,16.92714,17.37461,0.09507587
16.91346,15.80219,16.21008,0.09544029
16.23919,14.77495,15.24053,0.09566244
18.68697,17.26714,17.76393,0.09531099
18.45669,17.06392,17.48353,0.09561259
18.49302,17.70105,18.02513,0.09508471
18.15616,17.08869,17.49725,0.09568959
17.00324,15.60931,16.02595,0.09559398
18.44698,17.52249,17.89212,0.09513224
18.64706,17.2646,17.68602,0.09544504
17.93998,16.55727,16.97724,0.09554501
17.03218,15.68961,16.0959,0.09558824
18.66372,17.34002,17.723,0.09541758
16.84364,15.41553,15.83901,0.09531495
18.34135,17.21232,17.64104,0.09556988
18.02003,17.19194,17.49055,0.09507621
18.70135,17.25541,17.71444,0.09567598
18.35013,16.87577,17.36858,0.09536162
18.14704,17.19118,17.54529,0.09533814
18.36444,17.04597,17.44608,0.09542478
18.72138,17.25934,17.7325,0.09575029
17.87247,16.53679,17.01328,0.09567068
17.2817,15.78915,16.27197,0.09561824
17.20472,15.63974,16.18753,0.09547355
18.28031,16.8357,17.29268,0.0952343
17.7106,16.26988,16.7414,0.09522457
17.83781,17.05434,17.4035,0.09506764
18.17917,17.34345,17.66383,0.09509784
16.86378,15.47535,15.9271,0.09516573
16.93463,15.85973,16.25465,0.09536429
18.3073,17.17376,17.58302,0.09532055
17.86111,17.05738,17.37501,0.09545209
17.38688,15.9695,16.40493,0.09555502
18.69314,17.52275,17.92609,0.09565043
17.39961,15.9252,16.38336,0.09520186
17.10382,15.54169,16.06733,0.0952559
17.89745,17.02903,17.33092,0.09567259
17.00396,15.78464,16.16843,0.0951993
17.5691,16.11946,16.6172,0.09559474
17.95895,16.51584,16.96252,0.09542401
17.50585,16.07195,16.51274,0.09510639
17.91338,16.98451,17.37485,0.09546074
17.9183,16.61147,17.03334,0.09535795
19.10728,17.77369,18.18744,0.09510157
21.6549,21.14894,21.51004,0.09534843
18.46923,17.51512,17.81595,0.09555504
18.12233,17.03222,17.4286,0.09570323
17.82563,16.30602,16.78621,0.09513959
18.62513,17.27918,17.76509,0.09566557
17.49086,15.97178,16.48129,0.09540551
17.51322,15.9717,16.45853,0.0951959
17.56646,16.73657,17.05587,0.09542133
17.18065,15.82166,16.2496,0.09513589
17.36776,15.97531,16.40884,0.09572454
17.40724,15.89214,16.39398,0.09518433
18.17472,16.80654,17.31009,0.09546124
17.69993,16.11149,16.65412,0.0952507
17.57662,16.15392,16.59783,0.09571018
17.53976,16.29137,16.70966,0.09540354
18.04175,16.66171,17.07211,0.09572028
18.01775,16.52277,17.02552,0.0952209
21.77992,21.54468,22.28711,0.09568905
17.82638,16.28491,16.76965,0.09512425
18.09513,16.43972,16.99495,0.09527666
18.57149,17.46449,17.85374,0.09533083
18.79027,17.38893,17.8281,0.09541356
21.84324,21.8786,22.03417,0.09514557
18.60434,17.28372,17.67328,0.09571704
17.11523,15.79215,16.18542,0.09521557
17.32461,15.87309,16.34609,0.09524937
18.01723,16.31264,16.8845,0.09562949
17.67608,16.21096,16.6746,0.0952028
18.17394,16.57613,17.11412,0.09505576
17.47401,15.7997,16.32527,0.09539013
17.25496,16.00442,16.40261,0.09527525
17.4986,16.38261,16.7297,0.0957366
17.36674,15.92222,16.42899,0.09559203
20.28001,19.53302,20.16028,0.09507766
17.31293,15.91718,16.3589,0.09506
18.09837,16.61449,17.15482,0.09506792
17.176,15.72798,16.23151,0.09525584
17.81806,16.3678,16.82838,0.09508276
17.36641,15.92045,16.36181,0.09523347
17.24109,15.8426,16.2732,0.09517696
17.61159,16.10535,16.56611,0.09513132
18.23733,17.17717,17.61406,0.09559207
16.60797,15.01914,15.55743,0.09530165
19.21782,17.32524,17.95907,0.09555758
17.85836,16.72238,17.10387,0.09552905
17.19837,15.66338,16.16986,0.09523079
17.64429,16.23052,16.67139,0.09516127
18.28597,16.90781,17.3214,0.09537005
18.54196,17.0951,17.64925,0.09566633
18.69315,16.86788,17.525,0.09555339
17.91491,16.9151,17.28729,0.09547624
17.01418,15.52299,15.9811,0.09541863
18.13932,16.48128,17.00358,0.09512749
18.1704,16.4787,17.03419,0.09515792
17.72343,16.28582,16.79759,0.09511939
17.33499,16.01767,16.41684,0.09531
18.4238,17.14053,17.59609,0.0954118
18.17621,16.72072,17.1928,0.09563867
17.47692,16.04577,16.48525,0.0952188
18.00807,16.36094,16.93155,0.09519502
21.42469,20.71516,21.14142,0.09515486
18.66281,16.97029,17.57137,0.09525961
17.67149,16.21857,16.69479,0.09563101
18.38003,17.19933,17.62869,0.09530257
17.7192,16.27806,16.76091,0.09521109
18.32874,16.89418,17.34001,0.09569256
17.72684,16.28787,16.73195,0.0952563
17.59364,16.17073,16.60697,0.09515678
20.88954,20.9311,21.09011,0.09525338
17.19979,15.74636,16.20803,0.09524088
18.31504,17.01977,17.41121,0.09538089
17.5864,16.26917,16.72209,0.09557443
22.03949,22.07285,22.43109,0.09525718
21.46237,21.35027,21.51256,0.09513658
17.82767,16.40988,16.93972,0.09509329
18.6129,17.06987,17.53709,0.09568822
18.11675,16.70972,17.13465,0.09560654
21.88246,20.79032,21.02499,0.09516527
18.72723,17.40305,17.85354,0.09554835
18.01418,17.05183,17.39257,0.09552342
18.41956,16.99137,17.43862,0.09575307
19.13454,17.75684,18.20383,0.09555811
16.97763,15.70377,16.14039,0.09546115
18.43341,17.02856,17.46202,0.09542155
17.60672,16.49095,16.9649,0.09547209
17.52619,16.0391,16.50547,0.09533491
18.36903,17.23758,17.63321,0.0955038
18.24428,16.66832,17.21528,0.09559557
17.5219,16.05542,16.51635,0.09553245
18.36026,17.23512,17.66619,0.09560766
17.68814,16.25805,16.70135,0.0954804
17.90842,16.83339,17.22878,0.09566677
18.56781,16.99479,17.51767,0.09559945
17.51369,16.59912,16.93914,0.09554787
18.06928,16.64043,17.14741,0.09547273
17.81317,16.59658,16.98861,0.09535887
17.29367,16.3877,16.73565,0.09535267
17.28949,15.98358,16.38138,0.09564109
18.08633,16.40586,16.95869,0.09536402
19.28337,18.67073,19.02366,0.0953837
18.16133,17.25745,17.61225,0.09530221
17.89074,17.1161,17.43301,0.09563279
17.27125,16.3153,16.65491,0.09572633
18.01304,16.38093,16.91634,0.09567542
18.38267,17.22649,17.65648,0.09533978
17.84373,16.27659,16.76358,0.095628
17.72836,16.66439,17.0693,0.095405
17.21365,15.98985,16.47743,0.09534173
17.583,16.45889,16.85327,0.09543809
18.08482,16.66319,17.09877,0.09566937
18.32727,17.02011,17.41106,0.0955769
19.06793,18.46199,18.67555,0.09573267
18.10893,16.78657,17.2176,0.09529727
17.74181,16.55571,16.99811,0.09541904
17.37491,16.23743,16.61275,0.09566014
17.45078,16.08221,16.55155,0.09572561
18.52601,17.10279,17.54487,0.09532664
21.69993,20.89241,21.34796,0.0956435
22.0396,21.83388,21.8753,0.09534962
15.72988,14.24083,14.70352,0.0955307
17.54372,16.10945,16.56571,0.09571757
18.24453,17.18065,17.60368,0.09571935
18.42313,17.04175,17.47529,0.09568012
18.68434,17.43226,17.8647,0.0954758
18.09269,16.76632,17.17636,0.09566383
18.02273,16.88844,17.35344,0.09559257
19.281,17.88272,18.32113,0.09549813
18.42298,17.07151,17.49368,0.09545808
18.75084,17.38923,17.84011,0.09572739
17.95842,16.59796,17.0059,0.09563468
17.58855,16.48567,16.90563,0.09560508
17.40616,15.9715,16.50595,0.09547352
18.1163,16.62692,17.08387,0.09545197
18.39036,17.0268,17.44138,0.09549882
18.59896,17.20546,17.66198,0.0953168
17.53518,16.35574,16.80783,0.09556925
18.10564,17.16879,17.52735,0.09560712
18.23353,17.3376,17.65743,0.09534158
18.17354,17.21923,17.56989,0.09535854
17.93484,17.1168,17.44208,0.09563436
18.46482,17.05928,17.48813,0.09541751
22.71498,17.18713,17.63002,0.09562331
18.32207,17.38515,17.80418,0.09540101
18.00752,16.68922,17.09475,0.09562941
17.66381,16.50002,16.88321,0.09554969
17.31705,16.01219,16.43047,0.09566815
17.0996,15.64567,16.08695,0.09546681
17.59251,16.70581,17.0463,0.09537528
18.62651,17.22123,17.6536,0.0956889
18.11177,17.1423,17.46539,0.09571403
17.29198,16.06193,16.49502,0.09538879
17.51071,16.39951,16.79928,0.09567288
17.9574,16.66598,17.03963,0.09551116
18.38291,17.04236,17.52925,0.09536382
17.1086,15.74089,16.1579,0.09545532
18.48445,17.2785,17.70251,0.09555814
18.43198,16.99449,17.48471,0.09560261
18.13094,16.61663,17.13502,0.09528358
17.12122,15.66025,16.09816,0.09574565
18.70944,17.5312,18.01716,0.09557725
18.42976,17.06657,17.51955,0.09836859
17.95588,16.76373,17.22335,0.09838878
17.57385,16.10139,16.552,0.09766578
17.66039,16.33123,16.75768,0.09802246
17.9907,17.03792,17.37132,0.09787892
16.93145,15.79563,16.15761,0.09833305
17.70577,16.56201,17.01868,0.09837936
17.95953,16.7365,17.15471,0.09821936
18.59365,17.27169,17.74093,0.09823442
17.66012,16.1575,16.62904,0.09762545
17.23072,15.91756,16.35532,0.09784408
18.2032,16.62016,17.1301,0.09771106
17.16567,16.29055,16.72179,0.09814842
18.68844,17.63417,18.01332,0.09764409
18.61318,17.59081,17.95376,0.09768333
19.17593,17.75658,18.19377,0.09772222
20.42155,18.70687,19.43424,0.09786959
18.16323,17.58751,17.8174,0.09794182
18.452,17.25124,17.66675,0.0976232
21.72166,21.91714,22.10121,0.09777062
18.48309,17.19508,17.61126,0.09813264
18.63981,17.34976,17.75408,0.09800547
16.79028,15.3065,15.76525,0.09829722
18.49703,17.0014,17.48176,0.09825281
21.04165,20.54626,20.89849,0.09776104
18.19754,17.06083,17.40644,0.0980587
17.5449,15.9561,16.41765,0.09764539
17.2299,15.6086,16.13515,0.09780034
17.99463,16.59697,17.03119,0.09807162
17.79267,16.71663,17.11716,0.09812191
22.06882,21.64926,21.62249,0.09769722
16.79643,15.27857,15.76378,0.09787543
17.14908,15.72007,16.1641,0.09777873
17.86869,16.47152,16.94534,0.09835093
17.74564,16.29957,16.74669,0.09773299
17.30795,16.00297,16.45873,0.09762405
